layer,component,language,tier,perturbation,mean_delta,std_delta,n_pairs_used,n_pairs_skipped
15,residual,ja,tier_2,transliteration,0.0253,0.0276,20,0
15,attn_out,ja,tier_2,transliteration,-0.0029,0.004,20,0
15,mlp_out,ja,tier_2,transliteration,-0.008,0.0102,20,0
16,residual,ja,tier_2,transliteration,0.0235,0.0218,20,0
16,attn_out,ja,tier_2,transliteration,-0.0037,0.0018,20,0
16,mlp_out,ja,tier_2,transliteration,-0.0055,0.0044,20,0
17,residual,ja,tier_2,transliteration,0.0305,0.0258,20,0
17,attn_out,ja,tier_2,transliteration,0.0052,0.0049,20,0
17,mlp_out,ja,tier_2,transliteration,0.0049,0.0035,20,0
18,residual,ja,tier_2,transliteration,0.0241,0.0227,20,0
18,attn_out,ja,tier_2,transliteration,-0.0009,0.0034,20,0
18,mlp_out,ja,tier_2,transliteration,-0.0021,0.005,20,0
19,residual,ja,tier_2,transliteration,0.0235,0.0211,20,0
19,attn_out,ja,tier_2,transliteration,0.0002,0.0027,20,0
19,mlp_out,ja,tier_2,transliteration,-0.0087,0.0035,20,0
20,residual,ja,tier_2,transliteration,0.0288,0.019,20,0
20,attn_out,ja,tier_2,transliteration,0.0123,0.0044,20,0
20,mlp_out,ja,tier_2,transliteration,0.0098,0.008,20,0
21,residual,ja,tier_2,transliteration,0.0235,0.0194,20,0
21,attn_out,ja,tier_2,transliteration,0.0011,0.0027,20,0
21,mlp_out,ja,tier_2,transliteration,0.0206,0.0065,20,0
22,residual,ja,tier_2,transliteration,0.0244,0.0152,20,0
22,attn_out,ja,tier_2,transliteration,-0.0009,0.0023,20,0
22,mlp_out,ja,tier_2,transliteration,0.006,0.0042,20,0
23,residual,ja,tier_2,transliteration,0.0235,0.0142,20,0
23,attn_out,ja,tier_2,transliteration,-0.0005,0.0009,20,0
23,mlp_out,ja,tier_2,transliteration,0.0001,0.0045,20,0
24,residual,ja,tier_2,transliteration,0.0219,0.0123,20,0
24,attn_out,ja,tier_2,transliteration,0.0065,0.003,20,0
24,mlp_out,ja,tier_2,transliteration,0.0196,0.0069,20,0
25,residual,ja,tier_2,transliteration,0.024,0.0118,20,0
25,attn_out,ja,tier_2,transliteration,0.003,0.0018,20,0
25,mlp_out,ja,tier_2,transliteration,-0.0031,0.0039,20,0
26,residual,ja,tier_2,transliteration,0.0251,0.0111,20,0
26,attn_out,ja,tier_2,transliteration,0.0048,0.0008,20,0
26,mlp_out,ja,tier_2,transliteration,-0.0017,0.0055,20,0
27,residual,ja,tier_2,transliteration,0.0253,0.0113,20,0
27,attn_out,ja,tier_2,transliteration,0.0051,0.0026,20,0
27,mlp_out,ja,tier_2,transliteration,0.0127,0.0043,20,0
28,residual,ja,tier_2,transliteration,0.0223,0.0095,20,0
28,attn_out,ja,tier_2,transliteration,0.0002,0.0031,20,0
28,mlp_out,ja,tier_2,transliteration,0.0168,0.0047,20,0
29,residual,ja,tier_2,transliteration,0.0117,0.0048,20,0
29,attn_out,ja,tier_2,transliteration,-0.0033,0.002,20,0
29,mlp_out,ja,tier_2,transliteration,0.0003,0.0029,20,0
30,residual,ja,tier_2,transliteration,0.0052,0.0029,20,0
30,attn_out,ja,tier_2,transliteration,0.0031,0.002,20,0
30,mlp_out,ja,tier_2,transliteration,-0.0007,0.0007,20,0
31,residual,ja,tier_2,transliteration,0.0,0.0,20,0
31,attn_out,ja,tier_2,transliteration,0.0,0.0,20,0
31,mlp_out,ja,tier_2,transliteration,0.0,0.0,20,0
0,residual,tr,tier_3,transliteration,0.2046,0.0516,20,0
0,attn_out,tr,tier_3,transliteration,0.0338,0.0193,20,0
0,mlp_out,tr,tier_3,transliteration,0.1035,0.0521,20,0
1,residual,tr,tier_3,transliteration,0.1701,0.0503,20,0
1,attn_out,tr,tier_3,transliteration,0.0009,0.0129,20,0
1,mlp_out,tr,tier_3,transliteration,0.0551,0.0384,20,0
2,residual,tr,tier_3,transliteration,0.1698,0.0462,20,0
2,attn_out,tr,tier_3,transliteration,0.0086,0.0116,20,0
2,mlp_out,tr,tier_3,transliteration,0.0843,0.0523,20,0
3,residual,tr,tier_3,transliteration,0.1405,0.0504,20,0
3,attn_out,tr,tier_3,transliteration,0.0252,0.0776,20,0
3,mlp_out,tr,tier_3,transliteration,0.0487,0.0386,20,0
4,residual,tr,tier_3,transliteration,0.1066,0.0381,20,0
4,attn_out,tr,tier_3,transliteration,0.0074,0.017,20,0
4,mlp_out,tr,tier_3,transliteration,0.0411,0.0316,20,0
5,residual,tr,tier_3,transliteration,0.1048,0.0357,20,0
5,attn_out,tr,tier_3,transliteration,0.0076,0.0207,20,0
5,mlp_out,tr,tier_3,transliteration,0.0487,0.0272,20,0
6,residual,tr,tier_3,transliteration,0.1057,0.0279,20,0
6,attn_out,tr,tier_3,transliteration,0.0191,0.0194,20,0
6,mlp_out,tr,tier_3,transliteration,0.0337,0.0219,20,0
7,residual,tr,tier_3,transliteration,0.0978,0.0271,20,0
7,attn_out,tr,tier_3,transliteration,0.0048,0.011,20,0
7,mlp_out,tr,tier_3,transliteration,0.0054,0.0216,20,0
8,residual,tr,tier_3,transliteration,0.0977,0.0264,20,0
8,attn_out,tr,tier_3,transliteration,0.0089,0.0122,20,0
8,mlp_out,tr,tier_3,transliteration,0.0105,0.0146,20,0
9,residual,tr,tier_3,transliteration,0.1124,0.0281,20,0
9,attn_out,tr,tier_3,transliteration,0.0103,0.0085,20,0
9,mlp_out,tr,tier_3,transliteration,0.0177,0.0252,20,0
10,residual,tr,tier_3,transliteration,0.1152,0.0283,20,0
10,attn_out,tr,tier_3,transliteration,0.0093,0.0126,20,0
10,mlp_out,tr,tier_3,transliteration,0.0046,0.028,20,0
11,residual,tr,tier_3,transliteration,0.1114,0.0315,20,0
11,attn_out,tr,tier_3,transliteration,0.0246,0.0132,20,0
11,mlp_out,tr,tier_3,transliteration,0.0127,0.0312,20,0
12,residual,tr,tier_3,transliteration,0.1213,0.0273,20,0
12,attn_out,tr,tier_3,transliteration,0.0083,0.0065,20,0
12,mlp_out,tr,tier_3,transliteration,0.0292,0.0152,20,0
13,residual,tr,tier_3,transliteration,0.0996,0.0317,20,0
13,attn_out,tr,tier_3,transliteration,0.0064,0.0071,20,0
13,mlp_out,tr,tier_3,transliteration,0.0092,0.0055,20,0
14,residual,tr,tier_3,transliteration,0.0976,0.0367,20,0
14,attn_out,tr,tier_3,transliteration,0.0181,0.0086,20,0
14,mlp_out,tr,tier_3,transliteration,0.0096,0.0117,20,0
15,residual,tr,tier_3,transliteration,0.0844,0.03,20,0
15,attn_out,tr,tier_3,transliteration,0.0012,0.0079,20,0
15,mlp_out,tr,tier_3,transliteration,0.0026,0.01,20,0
16,residual,tr,tier_3,transliteration,0.0879,0.0259,20,0
16,attn_out,tr,tier_3,transliteration,0.0152,0.0049,20,0
16,mlp_out,tr,tier_3,transliteration,0.0021,0.012,20,0
17,residual,tr,tier_3,transliteration,0.0742,0.0238,20,0
17,attn_out,tr,tier_3,transliteration,0.0092,0.0035,20,0
17,mlp_out,tr,tier_3,transliteration,0.011,0.0078,20,0
18,residual,tr,tier_3,transliteration,0.0582,0.0228,20,0
18,attn_out,tr,tier_3,transliteration,0.0042,0.0021,20,0
18,mlp_out,tr,tier_3,transliteration,0.0054,0.0043,20,0
19,residual,tr,tier_3,transliteration,0.0534,0.0236,20,0
19,attn_out,tr,tier_3,transliteration,0.0021,0.0029,20,0
19,mlp_out,tr,tier_3,transliteration,-0.0023,0.0086,20,0
20,residual,tr,tier_3,transliteration,0.0574,0.0214,20,0
20,attn_out,tr,tier_3,transliteration,-0.0012,0.0023,20,0
20,mlp_out,tr,tier_3,transliteration,0.0192,0.0065,20,0
21,residual,tr,tier_3,transliteration,0.0501,0.0173,20,0
21,attn_out,tr,tier_3,transliteration,-0.0031,0.0027,20,0
21,mlp_out,tr,tier_3,transliteration,0.0045,0.0072,20,0
22,residual,tr,tier_3,transliteration,0.0527,0.0166,20,0
22,attn_out,tr,tier_3,transliteration,-0.0011,0.0012,20,0
22,mlp_out,tr,tier_3,transliteration,0.0087,0.0048,20,0
23,residual,tr,tier_3,transliteration,0.0478,0.0119,20,0
23,attn_out,tr,tier_3,transliteration,-0.0006,0.0013,20,0
23,mlp_out,tr,tier_3,transliteration,0.007,0.0019,20,0
24,residual,tr,tier_3,transliteration,0.0459,0.0109,20,0
24,attn_out,tr,tier_3,transliteration,0.0083,0.002,20,0
24,mlp_out,tr,tier_3,transliteration,0.0019,0.0021,20,0
25,residual,tr,tier_3,transliteration,0.044,0.0113,20,0
25,attn_out,tr,tier_3,transliteration,0.0032,0.0025,20,0
25,mlp_out,tr,tier_3,transliteration,-0.0006,0.0035,20,0
26,residual,tr,tier_3,transliteration,0.0308,0.009,20,0
26,attn_out,tr,tier_3,transliteration,0.01,0.0025,20,0
26,mlp_out,tr,tier_3,transliteration,0.0081,0.0035,20,0
27,residual,tr,tier_3,transliteration,0.0292,0.0079,20,0
27,attn_out,tr,tier_3,transliteration,0.0013,0.0025,20,0
27,mlp_out,tr,tier_3,transliteration,0.0112,0.0018,20,0
28,residual,tr,tier_3,transliteration,0.0215,0.0073,20,0
28,attn_out,tr,tier_3,transliteration,0.0016,0.0015,20,0
28,mlp_out,tr,tier_3,transliteration,-0.0086,0.005,20,0
29,residual,tr,tier_3,transliteration,0.014,0.0041,20,0
29,attn_out,tr,tier_3,transliteration,-0.0012,0.0014,20,0
29,mlp_out,tr,tier_3,transliteration,0.0213,0.0031,20,0
30,residual,tr,tier_3,transliteration,0.0046,0.002,20,0
30,attn_out,tr,tier_3,transliteration,0.0035,0.0011,20,0
30,mlp_out,tr,tier_3,transliteration,0.0017,0.0028,20,0
31,residual,tr,tier_3,transliteration,0.0,0.0,20,0
31,attn_out,tr,tier_3,transliteration,0.0,0.0,20,0
31,mlp_out,tr,tier_3,transliteration,0.0,0.0,20,0
0,residual,id,tier_3,transliteration,0.1569,0.0563,20,0
0,attn_out,id,tier_3,transliteration,0.0279,0.013,20,0
0,mlp_out,id,tier_3,transliteration,0.0831,0.0501,20,0
1,residual,id,tier_3,transliteration,0.1493,0.0788,20,0
1,attn_out,id,tier_3,transliteration,0.0205,0.0494,20,0
1,mlp_out,id,tier_3,transliteration,0.0434,0.0715,20,0
2,residual,id,tier_3,transliteration,0.1487,0.0798,20,0
2,attn_out,id,tier_3,transliteration,0.0072,0.0157,20,0
2,mlp_out,id,tier_3,transliteration,0.0529,0.0386,20,0
3,residual,id,tier_3,transliteration,0.1278,0.0854,20,0
3,attn_out,id,tier_3,transliteration,-0.0441,0.0869,20,0
3,mlp_out,id,tier_3,transliteration,0.0395,0.0273,20,0
4,residual,id,tier_3,transliteration,0.1117,0.0783,20,0
4,attn_out,id,tier_3,transliteration,0.0039,0.0193,20,0
4,mlp_out,id,tier_3,transliteration,0.0477,0.0351,20,0
5,residual,id,tier_3,transliteration,0.1076,0.0766,20,0
5,attn_out,id,tier_3,transliteration,0.0107,0.0152,20,0
5,mlp_out,id,tier_3,transliteration,0.0476,0.0448,20,0
6,residual,id,tier_3,transliteration,0.1014,0.0771,20,0
6,attn_out,id,tier_3,transliteration,0.0066,0.0124,20,0
6,mlp_out,id,tier_3,transliteration,0.0411,0.0269,20,0
7,residual,id,tier_3,transliteration,0.1078,0.0695,20,0
7,attn_out,id,tier_3,transliteration,0.0105,0.0269,20,0
7,mlp_out,id,tier_3,transliteration,0.0188,0.0311,20,0
8,residual,id,tier_3,transliteration,0.0927,0.0692,20,0
8,attn_out,id,tier_3,transliteration,0.0103,0.0287,20,0
8,mlp_out,id,tier_3,transliteration,-0.0026,0.0099,20,0
9,residual,id,tier_3,transliteration,0.104,0.0559,20,0
9,attn_out,id,tier_3,transliteration,-0.0138,0.0221,20,0
9,mlp_out,id,tier_3,transliteration,0.0079,0.0175,20,0
10,residual,id,tier_3,transliteration,0.1076,0.0646,20,0
10,attn_out,id,tier_3,transliteration,0.0017,0.0132,20,0
10,mlp_out,id,tier_3,transliteration,0.0064,0.0155,20,0
11,residual,id,tier_3,transliteration,0.11,0.0641,20,0
11,attn_out,id,tier_3,transliteration,-0.0047,0.0177,20,0
11,mlp_out,id,tier_3,transliteration,0.0293,0.0158,20,0
12,residual,id,tier_3,transliteration,0.1119,0.0546,20,0
12,attn_out,id,tier_3,transliteration,0.0133,0.0152,20,0
12,mlp_out,id,tier_3,transliteration,0.0276,0.0282,20,0
13,residual,id,tier_3,transliteration,0.104,0.0474,20,0
13,attn_out,id,tier_3,transliteration,0.0056,0.0082,20,0
13,mlp_out,id,tier_3,transliteration,0.0303,0.0178,20,0
14,residual,id,tier_3,transliteration,0.094,0.0286,20,0
14,attn_out,id,tier_3,transliteration,0.0136,0.0035,20,0
14,mlp_out,id,tier_3,transliteration,0.0043,0.0171,20,0
15,residual,id,tier_3,transliteration,0.0709,0.0242,20,0
15,attn_out,id,tier_3,transliteration,0.0034,0.0027,20,0
15,mlp_out,id,tier_3,transliteration,-0.0009,0.0141,20,0
16,residual,id,tier_3,transliteration,0.0648,0.0173,20,0
16,attn_out,id,tier_3,transliteration,0.0097,0.0046,20,0
16,mlp_out,id,tier_3,transliteration,0.0004,0.0127,20,0
17,residual,id,tier_3,transliteration,0.0555,0.0156,20,0
17,attn_out,id,tier_3,transliteration,0.0121,0.0058,20,0
17,mlp_out,id,tier_3,transliteration,0.0022,0.0087,20,0
18,residual,id,tier_3,transliteration,0.041,0.0135,20,0
18,attn_out,id,tier_3,transliteration,0.0037,0.0022,20,0
18,mlp_out,id,tier_3,transliteration,0.0048,0.0055,20,0
19,residual,id,tier_3,transliteration,0.0372,0.0126,20,0
19,attn_out,id,tier_3,transliteration,0.0019,0.0009,20,0
19,mlp_out,id,tier_3,transliteration,-0.0009,0.0035,20,0
20,residual,id,tier_3,transliteration,0.0368,0.0128,20,0
20,attn_out,id,tier_3,transliteration,-0.0016,0.0016,20,0
20,mlp_out,id,tier_3,transliteration,0.0134,0.009,20,0
21,residual,id,tier_3,transliteration,0.0345,0.0117,20,0
21,attn_out,id,tier_3,transliteration,0.001,0.0018,20,0
21,mlp_out,id,tier_3,transliteration,0.0007,0.001,20,0
22,residual,id,tier_3,transliteration,0.0372,0.0125,20,0
22,attn_out,id,tier_3,transliteration,-0.0011,0.0003,20,0
22,mlp_out,id,tier_3,transliteration,0.0063,0.005,20,0
23,residual,id,tier_3,transliteration,0.0361,0.0117,20,0
23,attn_out,id,tier_3,transliteration,-0.0016,0.0009,20,0
23,mlp_out,id,tier_3,transliteration,0.0055,0.0033,20,0
24,residual,id,tier_3,transliteration,0.0303,0.0108,20,0
24,attn_out,id,tier_3,transliteration,0.0062,0.0027,20,0
24,mlp_out,id,tier_3,transliteration,0.0024,0.0059,20,0
25,residual,id,tier_3,transliteration,0.0307,0.0104,20,0
25,attn_out,id,tier_3,transliteration,0.0018,0.0031,20,0
25,mlp_out,id,tier_3,transliteration,-0.0019,0.0049,20,0
26,residual,id,tier_3,transliteration,0.0226,0.0079,20,0
26,attn_out,id,tier_3,transliteration,0.0074,0.0045,20,0
26,mlp_out,id,tier_3,transliteration,0.0067,0.0055,20,0
27,residual,id,tier_3,transliteration,0.02,0.0073,20,0
27,attn_out,id,tier_3,transliteration,0.0054,0.0023,20,0
27,mlp_out,id,tier_3,transliteration,0.0043,0.0031,20,0
28,residual,id,tier_3,transliteration,0.0127,0.0056,20,0
28,attn_out,id,tier_3,transliteration,0.0033,0.0021,20,0
28,mlp_out,id,tier_3,transliteration,-0.0033,0.0039,20,0
29,residual,id,tier_3,transliteration,0.0122,0.0057,20,0
29,attn_out,id,tier_3,transliteration,-0.0017,0.0024,20,0
29,mlp_out,id,tier_3,transliteration,0.0137,0.0065,20,0
30,residual,id,tier_3,transliteration,0.0031,0.0015,20,0
30,attn_out,id,tier_3,transliteration,0.0029,0.0011,20,0
30,mlp_out,id,tier_3,transliteration,-0.0007,0.0021,20,0
31,residual,id,tier_3,transliteration,0.0,0.0,20,0
31,attn_out,id,tier_3,transliteration,0.0,0.0,20,0
31,mlp_out,id,tier_3,transliteration,0.0,0.0,20,0
0,residual,hi,tier_3,transliteration,0.1603,0.1833,20,0
0,attn_out,hi,tier_3,transliteration,0.016,0.0302,20,0
0,mlp_out,hi,tier_3,transliteration,0.0228,0.0804,20,0
1,residual,hi,tier_3,transliteration,0.1127,0.131,20,0
1,attn_out,hi,tier_3,transliteration,-0.0188,0.0491,20,0
1,mlp_out,hi,tier_3,transliteration,0.0373,0.0783,20,0
2,residual,hi,tier_3,transliteration,0.1137,0.1284,20,0
2,attn_out,hi,tier_3,transliteration,-0.0274,0.0251,20,0
2,mlp_out,hi,tier_3,transliteration,0.0173,0.0799,20,0
3,residual,hi,tier_3,transliteration,0.0791,0.1084,20,0
3,attn_out,hi,tier_3,transliteration,0.0879,0.0799,20,0
3,mlp_out,hi,tier_3,transliteration,0.0358,0.0597,20,0
4,residual,hi,tier_3,transliteration,0.0818,0.0849,20,0
4,attn_out,hi,tier_3,transliteration,0.0314,0.0236,20,0
4,mlp_out,hi,tier_3,transliteration,0.0386,0.0375,20,0
5,residual,hi,tier_3,transliteration,0.0715,0.0804,20,0
5,attn_out,hi,tier_3,transliteration,-0.0049,0.0279,20,0
5,mlp_out,hi,tier_3,transliteration,0.0363,0.0244,20,0
6,residual,hi,tier_3,transliteration,0.0687,0.0779,20,0
6,attn_out,hi,tier_3,transliteration,0.0067,0.0355,20,0
6,mlp_out,hi,tier_3,transliteration,0.0151,0.0303,20,0
7,residual,hi,tier_3,transliteration,0.0548,0.0794,20,0
7,attn_out,hi,tier_3,transliteration,-0.006,0.015,20,0
7,mlp_out,hi,tier_3,transliteration,0.0122,0.0353,20,0
8,residual,hi,tier_3,transliteration,0.0356,0.0737,20,0
8,attn_out,hi,tier_3,transliteration,-0.0165,0.0137,20,0
8,mlp_out,hi,tier_3,transliteration,0.0104,0.0181,20,0
9,residual,hi,tier_3,transliteration,0.0398,0.0688,20,0
9,attn_out,hi,tier_3,transliteration,0.0156,0.01,20,0
9,mlp_out,hi,tier_3,transliteration,0.0097,0.0189,20,0
10,residual,hi,tier_3,transliteration,0.0365,0.0643,20,0
10,attn_out,hi,tier_3,transliteration,-0.0026,0.0223,20,0
10,mlp_out,hi,tier_3,transliteration,0.0053,0.0308,20,0
11,residual,hi,tier_3,transliteration,0.0279,0.0749,20,0
11,attn_out,hi,tier_3,transliteration,0.0041,0.0142,20,0
11,mlp_out,hi,tier_3,transliteration,0.013,0.024,20,0
12,residual,hi,tier_3,transliteration,0.0453,0.0583,20,0
12,attn_out,hi,tier_3,transliteration,-0.0041,0.0193,20,0
12,mlp_out,hi,tier_3,transliteration,-0.0011,0.0193,20,0
13,residual,hi,tier_3,transliteration,0.0597,0.0474,20,0
13,attn_out,hi,tier_3,transliteration,0.0025,0.0061,20,0
13,mlp_out,hi,tier_3,transliteration,-0.0193,0.0115,20,0
14,residual,hi,tier_3,transliteration,0.0546,0.0504,20,0
14,attn_out,hi,tier_3,transliteration,0.0086,0.0042,20,0
14,mlp_out,hi,tier_3,transliteration,0.0132,0.019,20,0
15,residual,hi,tier_3,transliteration,0.0567,0.0468,20,0
15,attn_out,hi,tier_3,transliteration,-0.0044,0.0126,20,0
15,mlp_out,hi,tier_3,transliteration,-0.0315,0.0186,20,0
16,residual,hi,tier_3,transliteration,0.0504,0.0569,20,0
16,attn_out,hi,tier_3,transliteration,0.0131,0.0192,20,0
16,mlp_out,hi,tier_3,transliteration,0.0004,0.0103,20,0
17,residual,hi,tier_3,transliteration,0.0434,0.0473,20,0
17,attn_out,hi,tier_3,transliteration,0.0057,0.0105,20,0
17,mlp_out,hi,tier_3,transliteration,0.005,0.0076,20,0
18,residual,hi,tier_3,transliteration,0.0366,0.0408,20,0
18,attn_out,hi,tier_3,transliteration,-0.0017,0.004,20,0
18,mlp_out,hi,tier_3,transliteration,-0.0039,0.0125,20,0
19,residual,hi,tier_3,transliteration,0.0396,0.0413,20,0
19,attn_out,hi,tier_3,transliteration,0.002,0.0047,20,0
19,mlp_out,hi,tier_3,transliteration,-0.0049,0.0062,20,0
20,residual,hi,tier_3,transliteration,0.038,0.0375,20,0
20,attn_out,hi,tier_3,transliteration,0.0004,0.0037,20,0
20,mlp_out,hi,tier_3,transliteration,0.008,0.004,20,0
21,residual,hi,tier_3,transliteration,0.0338,0.0354,20,0
21,attn_out,hi,tier_3,transliteration,-0.0071,0.0098,20,0
21,mlp_out,hi,tier_3,transliteration,0.0018,0.0054,20,0
22,residual,hi,tier_3,transliteration,0.0354,0.0379,20,0
22,attn_out,hi,tier_3,transliteration,-0.0009,0.0039,20,0
22,mlp_out,hi,tier_3,transliteration,0.0016,0.0039,20,0
23,residual,hi,tier_3,transliteration,0.0378,0.0352,20,0
23,attn_out,hi,tier_3,transliteration,0.0002,0.0045,20,0
23,mlp_out,hi,tier_3,transliteration,0.0097,0.0069,20,0
24,residual,hi,tier_3,transliteration,0.0301,0.0284,20,0
24,attn_out,hi,tier_3,transliteration,0.0042,0.0064,20,0
24,mlp_out,hi,tier_3,transliteration,0.0065,0.0095,20,0
25,residual,hi,tier_3,transliteration,0.0289,0.0257,20,0
25,attn_out,hi,tier_3,transliteration,-0.0031,0.0033,20,0
25,mlp_out,hi,tier_3,transliteration,-0.0017,0.0036,20,0
26,residual,hi,tier_3,transliteration,0.0216,0.0232,20,0
26,attn_out,hi,tier_3,transliteration,0.005,0.0079,20,0
26,mlp_out,hi,tier_3,transliteration,-0.0007,0.0063,20,0
27,residual,hi,tier_3,transliteration,0.0175,0.0248,20,0
27,attn_out,hi,tier_3,transliteration,0.0058,0.0041,20,0
27,mlp_out,hi,tier_3,transliteration,0.0113,0.0087,20,0
28,residual,hi,tier_3,transliteration,0.0128,0.0163,20,0
28,attn_out,hi,tier_3,transliteration,0.0026,0.0045,20,0
28,mlp_out,hi,tier_3,transliteration,0.0108,0.0106,20,0
29,residual,hi,tier_3,transliteration,0.0171,0.0127,20,0
29,attn_out,hi,tier_3,transliteration,0.0018,0.0006,20,0
29,mlp_out,hi,tier_3,transliteration,0.0107,0.0056,20,0
30,residual,hi,tier_3,transliteration,0.0066,0.0026,20,0
30,attn_out,hi,tier_3,transliteration,0.0044,0.0013,20,0
30,mlp_out,hi,tier_3,transliteration,-0.0013,0.0056,20,0
31,residual,hi,tier_3,transliteration,0.0,0.0,20,0
31,attn_out,hi,tier_3,transliteration,0.0,0.0,20,0
31,mlp_out,hi,tier_3,transliteration,0.0,0.0,20,0
0,residual,sw,tier_3,transliteration,0.0416,0.047,20,0
0,attn_out,sw,tier_3,transliteration,0.0268,0.0065,20,0
0,mlp_out,sw,tier_3,transliteration,0.0327,0.0308,20,0
1,residual,sw,tier_3,transliteration,0.0358,0.03,20,0
1,attn_out,sw,tier_3,transliteration,-0.0062,0.0082,20,0
1,mlp_out,sw,tier_3,transliteration,0.0251,0.0287,20,0
2,residual,sw,tier_3,transliteration,0.0388,0.0332,20,0
2,attn_out,sw,tier_3,transliteration,0.009,0.0062,20,0
2,mlp_out,sw,tier_3,transliteration,0.0228,0.026,20,0
3,residual,sw,tier_3,transliteration,0.0316,0.0313,20,0
3,attn_out,sw,tier_3,transliteration,0.0142,0.0119,20,0
3,mlp_out,sw,tier_3,transliteration,0.0339,0.0323,20,0
4,residual,sw,tier_3,transliteration,0.0299,0.032,20,0
4,attn_out,sw,tier_3,transliteration,0.012,0.01,20,0
4,mlp_out,sw,tier_3,transliteration,0.0003,0.0096,20,0
5,residual,sw,tier_3,transliteration,0.0297,0.0307,20,0
5,attn_out,sw,tier_3,transliteration,0.0032,0.008,20,0
5,mlp_out,sw,tier_3,transliteration,0.0049,0.0189,20,0
6,residual,sw,tier_3,transliteration,0.0297,0.0296,20,0
6,attn_out,sw,tier_3,transliteration,-0.002,0.0114,20,0
6,mlp_out,sw,tier_3,transliteration,0.0026,0.0149,20,0
7,residual,sw,tier_3,transliteration,0.0331,0.0264,20,0
7,attn_out,sw,tier_3,transliteration,0.0013,0.0061,20,0
7,mlp_out,sw,tier_3,transliteration,0.0142,0.0116,20,0
8,residual,sw,tier_3,transliteration,0.0329,0.0249,20,0
8,attn_out,sw,tier_3,transliteration,0.0058,0.0049,20,0
8,mlp_out,sw,tier_3,transliteration,0.0052,0.0151,20,0
9,residual,sw,tier_3,transliteration,0.0326,0.0198,20,0
9,attn_out,sw,tier_3,transliteration,0.0031,0.0056,20,0
9,mlp_out,sw,tier_3,transliteration,0.0033,0.0084,20,0
10,residual,sw,tier_3,transliteration,0.0321,0.0172,20,0
10,attn_out,sw,tier_3,transliteration,0.0047,0.0046,20,0
10,mlp_out,sw,tier_3,transliteration,0.0142,0.0124,20,0
11,residual,sw,tier_3,transliteration,0.0304,0.0172,20,0
11,attn_out,sw,tier_3,transliteration,-0.005,0.0033,20,0
11,mlp_out,sw,tier_3,transliteration,0.0119,0.0114,20,0
12,residual,sw,tier_3,transliteration,0.0285,0.0125,20,0
12,attn_out,sw,tier_3,transliteration,0.0028,0.0046,20,0
12,mlp_out,sw,tier_3,transliteration,0.0091,0.0075,20,0
13,residual,sw,tier_3,transliteration,0.0294,0.0124,20,0
13,attn_out,sw,tier_3,transliteration,0.0035,0.0024,20,0
13,mlp_out,sw,tier_3,transliteration,0.0015,0.0115,20,0
14,residual,sw,tier_3,transliteration,0.0267,0.0089,20,0
14,attn_out,sw,tier_3,transliteration,0.0008,0.0022,20,0
14,mlp_out,sw,tier_3,transliteration,0.003,0.0026,20,0
15,residual,sw,tier_3,transliteration,0.0166,0.0102,20,0
15,attn_out,sw,tier_3,transliteration,0.0049,0.0022,20,0
15,mlp_out,sw,tier_3,transliteration,0.0064,0.0057,20,0
16,residual,sw,tier_3,transliteration,0.0155,0.007,20,0
16,attn_out,sw,tier_3,transliteration,0.0049,0.0034,20,0
16,mlp_out,sw,tier_3,transliteration,0.0014,0.0056,20,0
17,residual,sw,tier_3,transliteration,0.0081,0.0052,20,0
17,attn_out,sw,tier_3,transliteration,0.0042,0.0026,20,0
17,mlp_out,sw,tier_3,transliteration,0.0047,0.0065,20,0
18,residual,sw,tier_3,transliteration,0.004,0.0038,20,0
18,attn_out,sw,tier_3,transliteration,-0.0035,0.0035,20,0
18,mlp_out,sw,tier_3,transliteration,0.0007,0.002,20,0
19,residual,sw,tier_3,transliteration,0.0029,0.0047,20,0
19,attn_out,sw,tier_3,transliteration,0.0018,0.0012,20,0
19,mlp_out,sw,tier_3,transliteration,0.0022,0.0034,20,0
20,residual,sw,tier_3,transliteration,0.0028,0.0053,20,0
20,attn_out,sw,tier_3,transliteration,0.0009,0.0009,20,0
20,mlp_out,sw,tier_3,transliteration,0.003,0.004,20,0
21,residual,sw,tier_3,transliteration,0.0007,0.005,20,0
21,attn_out,sw,tier_3,transliteration,0.0003,0.0009,20,0
21,mlp_out,sw,tier_3,transliteration,-0.0011,0.0023,20,0
22,residual,sw,tier_3,transliteration,0.0014,0.0052,20,0
22,attn_out,sw,tier_3,transliteration,0.0009,0.0003,20,0
22,mlp_out,sw,tier_3,transliteration,-0.0029,0.0066,20,0
23,residual,sw,tier_3,transliteration,0.0009,0.0058,20,0
23,attn_out,sw,tier_3,transliteration,-0.0008,0.001,20,0
23,mlp_out,sw,tier_3,transliteration,-0.0047,0.0053,20,0
24,residual,sw,tier_3,transliteration,-0.0007,0.0044,20,0
24,attn_out,sw,tier_3,transliteration,0.0009,0.001,20,0
24,mlp_out,sw,tier_3,transliteration,-0.0007,0.0021,20,0
25,residual,sw,tier_3,transliteration,-0.0009,0.0037,20,0
25,attn_out,sw,tier_3,transliteration,0.0003,0.0009,20,0
25,mlp_out,sw,tier_3,transliteration,0.0011,0.0013,20,0
26,residual,sw,tier_3,transliteration,-0.0016,0.0025,20,0
