layer,component,language,tier,perturbation,mean_restoration,std_restoration,n_pairs_used,n_pairs_skipped
5,residual,ko,tier_2,transliteration,0.0618,0.0395,20,0
5,attn_out,ko,tier_2,transliteration,0.0032,0.0082,20,0
5,mlp_out,ko,tier_2,transliteration,0.0301,0.0239,20,0
6,residual,ko,tier_2,transliteration,0.045,0.0405,20,0
6,attn_out,ko,tier_2,transliteration,0.0157,0.0139,20,0
6,mlp_out,ko,tier_2,transliteration,0.0169,0.0208,20,0
7,residual,ko,tier_2,transliteration,0.052,0.0422,20,0
7,attn_out,ko,tier_2,transliteration,0.0039,0.0173,20,0
7,mlp_out,ko,tier_2,transliteration,-0.0102,0.0295,20,0
8,residual,ko,tier_2,transliteration,0.052,0.0503,20,0
8,attn_out,ko,tier_2,transliteration,-0.0083,0.0204,20,0
8,mlp_out,ko,tier_2,transliteration,-0.0052,0.0186,20,0
9,residual,ko,tier_2,transliteration,0.0599,0.0651,20,0
9,attn_out,ko,tier_2,transliteration,0.0061,0.0125,20,0
9,mlp_out,ko,tier_2,transliteration,-0.0059,0.0247,20,0
10,residual,ko,tier_2,transliteration,0.0522,0.0454,20,0
10,attn_out,ko,tier_2,transliteration,0.008,0.0135,20,0
10,mlp_out,ko,tier_2,transliteration,0.0169,0.012,20,0
11,residual,ko,tier_2,transliteration,0.0559,0.0473,20,0
11,attn_out,ko,tier_2,transliteration,0.0045,0.0102,20,0
11,mlp_out,ko,tier_2,transliteration,0.0076,0.0151,20,0
12,residual,ko,tier_2,transliteration,0.0576,0.0588,20,0
12,attn_out,ko,tier_2,transliteration,0.0345,0.0096,20,0
12,mlp_out,ko,tier_2,transliteration,-0.0089,0.006,20,0
13,residual,ko,tier_2,transliteration,0.0277,0.033,20,0
13,attn_out,ko,tier_2,transliteration,-0.0045,0.0148,20,0
13,mlp_out,ko,tier_2,transliteration,-0.013,0.0099,20,0
14,residual,ko,tier_2,transliteration,0.0333,0.0338,20,0
14,attn_out,ko,tier_2,transliteration,-0.0032,0.0074,20,0
14,mlp_out,ko,tier_2,transliteration,0.0109,0.0202,20,0
15,residual,ko,tier_2,transliteration,0.031,0.0828,20,0
15,attn_out,ko,tier_2,transliteration,-0.0025,0.015,20,0
15,mlp_out,ko,tier_2,transliteration,-0.0105,0.0142,20,0
16,residual,ko,tier_2,transliteration,0.0484,0.0937,20,0
16,attn_out,ko,tier_2,transliteration,-0.0015,0.0037,20,0
16,mlp_out,ko,tier_2,transliteration,0.005,0.0132,20,0
17,residual,ko,tier_2,transliteration,0.0499,0.0957,20,0
17,attn_out,ko,tier_2,transliteration,-0.0069,0.0063,20,0
17,mlp_out,ko,tier_2,transliteration,0.0093,0.0179,20,0
18,residual,ko,tier_2,transliteration,0.0029,0.0266,20,0
18,attn_out,ko,tier_2,transliteration,0.0062,0.0062,20,0
18,mlp_out,ko,tier_2,transliteration,0.0224,0.0177,20,0
19,residual,ko,tier_2,transliteration,0.0108,0.033,20,0
19,attn_out,ko,tier_2,transliteration,-0.0042,0.0055,20,0
19,mlp_out,ko,tier_2,transliteration,-0.0199,0.0096,20,0
20,residual,ko,tier_2,transliteration,0.0186,0.03,20,0
20,attn_out,ko,tier_2,transliteration,-0.0073,0.002,20,0
20,mlp_out,ko,tier_2,transliteration,-0.005,0.0043,20,0
21,residual,ko,tier_2,transliteration,0.0183,0.0299,20,0
21,attn_out,ko,tier_2,transliteration,0.0056,0.0036,20,0
21,mlp_out,ko,tier_2,transliteration,0.0006,0.0041,20,0
22,residual,ko,tier_2,transliteration,0.0218,0.0177,20,0
22,attn_out,ko,tier_2,transliteration,0.0034,0.001,20,0
22,mlp_out,ko,tier_2,transliteration,0.0085,0.0034,20,0
23,residual,ko,tier_2,transliteration,0.0175,0.0085,20,0
23,attn_out,ko,tier_2,transliteration,0.0022,0.0048,20,0
23,mlp_out,ko,tier_2,transliteration,0.005,0.0046,20,0
24,residual,ko,tier_2,transliteration,0.0175,0.0037,20,0
24,attn_out,ko,tier_2,transliteration,-0.0016,0.0008,20,0
24,mlp_out,ko,tier_2,transliteration,0.0066,0.006,20,0
25,residual,ko,tier_2,transliteration,0.0089,0.0021,20,0
25,attn_out,ko,tier_2,transliteration,-0.0024,0.0016,20,0
25,mlp_out,ko,tier_2,transliteration,0.0023,0.0074,20,0
26,residual,ko,tier_2,transliteration,0.0046,0.0048,20,0
26,attn_out,ko,tier_2,transliteration,-0.0002,0.0006,20,0
26,mlp_out,ko,tier_2,transliteration,-0.0009,0.003,20,0
27,residual,ko,tier_2,transliteration,0.0,0.0,20,0
27,attn_out,ko,tier_2,transliteration,0.0,0.0,20,0
27,mlp_out,ko,tier_2,transliteration,0.0,0.0,20,0
0,residual,ja,tier_2,transliteration,-0.0495,0.0288,20,0
0,attn_out,ja,tier_2,transliteration,-0.0459,0.0312,20,0
0,mlp_out,ja,tier_2,transliteration,-0.0494,0.0248,20,0
1,residual,ja,tier_2,transliteration,-0.0469,0.079,20,0
1,attn_out,ja,tier_2,transliteration,-0.01,0.0175,20,0
1,mlp_out,ja,tier_2,transliteration,-0.0167,0.018,20,0
2,residual,ja,tier_2,transliteration,-0.0709,0.0599,20,0
2,attn_out,ja,tier_2,transliteration,-0.0197,0.0189,20,0
2,mlp_out,ja,tier_2,transliteration,-0.05,0.0165,20,0
3,residual,ja,tier_2,transliteration,-0.0616,0.0602,20,0
3,attn_out,ja,tier_2,transliteration,0.0031,0.0125,20,0
3,mlp_out,ja,tier_2,transliteration,-0.02,0.0231,20,0
4,residual,ja,tier_2,transliteration,-0.0544,0.0615,20,0
4,attn_out,ja,tier_2,transliteration,-0.0082,0.0117,20,0
4,mlp_out,ja,tier_2,transliteration,-0.0341,0.0321,20,0
5,residual,ja,tier_2,transliteration,-0.05,0.0636,20,0
5,attn_out,ja,tier_2,transliteration,-0.0036,0.0099,20,0
5,mlp_out,ja,tier_2,transliteration,-0.0457,0.0277,20,0
6,residual,ja,tier_2,transliteration,-0.0572,0.0484,20,0
6,attn_out,ja,tier_2,transliteration,0.0004,0.0157,20,0
6,mlp_out,ja,tier_2,transliteration,-0.0321,0.0332,20,0
7,residual,ja,tier_2,transliteration,-0.0534,0.0513,20,0
7,attn_out,ja,tier_2,transliteration,-0.031,0.0213,20,0
7,mlp_out,ja,tier_2,transliteration,-0.0563,0.0203,20,0
8,residual,ja,tier_2,transliteration,-0.0643,0.0506,20,0
8,attn_out,ja,tier_2,transliteration,0.0056,0.0163,20,0
8,mlp_out,ja,tier_2,transliteration,-0.0434,0.0416,20,0
9,residual,ja,tier_2,transliteration,-0.043,0.0703,20,0
9,attn_out,ja,tier_2,transliteration,-0.0215,0.0095,20,0
9,mlp_out,ja,tier_2,transliteration,-0.0434,0.026,20,0
10,residual,ja,tier_2,transliteration,-0.0263,0.0746,20,0
10,attn_out,ja,tier_2,transliteration,-0.0217,0.0135,20,0
10,mlp_out,ja,tier_2,transliteration,-0.0467,0.0274,20,0
11,residual,ja,tier_2,transliteration,-0.0414,0.0506,20,0
11,attn_out,ja,tier_2,transliteration,0.0037,0.0102,20,0
11,mlp_out,ja,tier_2,transliteration,-0.0125,0.0223,20,0
12,residual,ja,tier_2,transliteration,-0.033,0.0563,20,0
12,attn_out,ja,tier_2,transliteration,-0.0113,0.0272,20,0
12,mlp_out,ja,tier_2,transliteration,-0.013,0.0169,20,0
13,residual,ja,tier_2,transliteration,-0.0124,0.0782,20,0
13,attn_out,ja,tier_2,transliteration,0.0003,0.0143,20,0
13,mlp_out,ja,tier_2,transliteration,-0.0193,0.0056,20,0
14,residual,ja,tier_2,transliteration,-0.0096,0.0804,20,0
14,attn_out,ja,tier_2,transliteration,0.0037,0.006,20,0
14,mlp_out,ja,tier_2,transliteration,-0.0127,0.0167,20,0
15,residual,ja,tier_2,transliteration,0.004,0.0939,20,0
15,attn_out,ja,tier_2,transliteration,-0.0082,0.0259,20,0
15,mlp_out,ja,tier_2,transliteration,-0.0069,0.0176,20,0
16,residual,ja,tier_2,transliteration,0.0167,0.0971,20,0
16,attn_out,ja,tier_2,transliteration,0.0023,0.0095,20,0
16,mlp_out,ja,tier_2,transliteration,-0.0038,0.0097,20,0
17,residual,ja,tier_2,transliteration,0.0201,0.0937,20,0
17,attn_out,ja,tier_2,transliteration,-0.0072,0.0156,20,0
17,mlp_out,ja,tier_2,transliteration,-0.0196,0.0088,20,0
18,residual,ja,tier_2,transliteration,0.0181,0.0645,20,0
18,attn_out,ja,tier_2,transliteration,0.0,0.01,20,0
18,mlp_out,ja,tier_2,transliteration,0.0018,0.0038,20,0
19,residual,ja,tier_2,transliteration,0.0359,0.0682,20,0
19,attn_out,ja,tier_2,transliteration,0.0045,0.002,20,0
19,mlp_out,ja,tier_2,transliteration,0.007,0.0095,20,0
20,residual,ja,tier_2,transliteration,0.0308,0.0519,20,0
20,attn_out,ja,tier_2,transliteration,-0.0008,0.0024,20,0
20,mlp_out,ja,tier_2,transliteration,-0.0012,0.0046,20,0
21,residual,ja,tier_2,transliteration,0.0469,0.0549,20,0
21,attn_out,ja,tier_2,transliteration,0.0014,0.0009,20,0
21,mlp_out,ja,tier_2,transliteration,0.0022,0.002,20,0
22,residual,ja,tier_2,transliteration,0.0395,0.0418,20,0
22,attn_out,ja,tier_2,transliteration,0.0018,0.0028,20,0
22,mlp_out,ja,tier_2,transliteration,-0.0006,0.0023,20,0
23,residual,ja,tier_2,transliteration,0.0251,0.0262,20,0
23,attn_out,ja,tier_2,transliteration,0.0005,0.0009,20,0
23,mlp_out,ja,tier_2,transliteration,-0.0,0.002,20,0
24,residual,ja,tier_2,transliteration,0.0196,0.0223,20,0
24,attn_out,ja,tier_2,transliteration,-0.0016,0.0004,20,0
24,mlp_out,ja,tier_2,transliteration,0.0008,0.0019,20,0
25,residual,ja,tier_2,transliteration,0.0113,0.0084,20,0
25,attn_out,ja,tier_2,transliteration,-0.0002,0.0004,20,0
25,mlp_out,ja,tier_2,transliteration,0.0046,0.0042,20,0
26,residual,ja,tier_2,transliteration,0.0031,0.0048,20,0
26,attn_out,ja,tier_2,transliteration,0.0008,0.001,20,0
26,mlp_out,ja,tier_2,transliteration,0.0006,0.0013,20,0
27,residual,ja,tier_2,transliteration,0.0,0.0,20,0
27,attn_out,ja,tier_2,transliteration,0.0,0.0,20,0
27,mlp_out,ja,tier_2,transliteration,0.0,0.0,20,0
0,residual,tr,tier_3,transliteration,-0.337,0.5936,20,0
0,attn_out,tr,tier_3,transliteration,-0.3171,0.6057,20,0
0,mlp_out,tr,tier_3,transliteration,-0.235,0.2846,20,0
1,residual,tr,tier_3,transliteration,-0.3481,0.6012,20,0
1,attn_out,tr,tier_3,transliteration,-0.0112,0.0432,20,0
1,mlp_out,tr,tier_3,transliteration,0.0594,0.1797,20,0
2,residual,tr,tier_3,transliteration,-0.3891,0.5241,20,0
2,attn_out,tr,tier_3,transliteration,0.0167,0.0419,20,0
2,mlp_out,tr,tier_3,transliteration,-0.0162,0.2503,20,0
3,residual,tr,tier_3,transliteration,-0.3845,0.4427,20,0
3,attn_out,tr,tier_3,transliteration,-0.0213,0.0818,20,0
3,mlp_out,tr,tier_3,transliteration,-0.005,0.1487,20,0
4,residual,tr,tier_3,transliteration,-0.4084,0.4165,20,0
4,attn_out,tr,tier_3,transliteration,0.0296,0.1524,20,0
4,mlp_out,tr,tier_3,transliteration,-0.015,0.1278,20,0
5,residual,tr,tier_3,transliteration,-0.3715,0.4151,20,0
5,attn_out,tr,tier_3,transliteration,0.0024,0.0347,20,0
5,mlp_out,tr,tier_3,transliteration,-0.0376,0.1489,20,0
6,residual,tr,tier_3,transliteration,-0.2254,0.3296,20,0
6,attn_out,tr,tier_3,transliteration,-0.0447,0.1132,20,0
6,mlp_out,tr,tier_3,transliteration,0.0658,0.1683,20,0
7,residual,tr,tier_3,transliteration,-0.2621,0.3652,20,0
7,attn_out,tr,tier_3,transliteration,0.1269,0.1373,20,0
7,mlp_out,tr,tier_3,transliteration,-0.0839,0.222,20,0
8,residual,tr,tier_3,transliteration,-0.1837,0.4157,20,0
8,attn_out,tr,tier_3,transliteration,0.0266,0.0299,20,0
8,mlp_out,tr,tier_3,transliteration,0.1653,0.1688,20,0
9,residual,tr,tier_3,transliteration,-0.2452,0.485,20,0
9,attn_out,tr,tier_3,transliteration,0.0474,0.0723,20,0
9,mlp_out,tr,tier_3,transliteration,0.1662,0.0727,20,0
10,residual,tr,tier_3,transliteration,-0.3575,0.6989,20,0
10,attn_out,tr,tier_3,transliteration,-0.0216,0.0411,20,0
10,mlp_out,tr,tier_3,transliteration,-0.0147,0.0873,20,0
11,residual,tr,tier_3,transliteration,-0.3055,0.6333,20,0
11,attn_out,tr,tier_3,transliteration,0.049,0.1134,20,0
11,mlp_out,tr,tier_3,transliteration,0.0677,0.0526,20,0
12,residual,tr,tier_3,transliteration,-0.3255,0.6103,20,0
12,attn_out,tr,tier_3,transliteration,0.0167,0.0739,20,0
12,mlp_out,tr,tier_3,transliteration,0.004,0.1463,20,0
13,residual,tr,tier_3,transliteration,-0.2691,0.5268,20,0
13,attn_out,tr,tier_3,transliteration,0.0123,0.1287,20,0
13,mlp_out,tr,tier_3,transliteration,0.0863,0.0841,20,0
14,residual,tr,tier_3,transliteration,-0.3667,0.664,20,0
14,attn_out,tr,tier_3,transliteration,-0.069,0.0528,20,0
14,mlp_out,tr,tier_3,transliteration,0.0078,0.2675,20,0
15,residual,tr,tier_3,transliteration,-0.4217,0.882,20,0
15,attn_out,tr,tier_3,transliteration,-0.0365,0.0385,20,0
15,mlp_out,tr,tier_3,transliteration,0.0837,0.1555,20,0
16,residual,tr,tier_3,transliteration,-0.4293,0.8698,20,0
16,attn_out,tr,tier_3,transliteration,-0.0149,0.0284,20,0
16,mlp_out,tr,tier_3,transliteration,0.0213,0.0651,20,0
17,residual,tr,tier_3,transliteration,-0.4188,0.8862,20,0
17,attn_out,tr,tier_3,transliteration,-0.0064,0.0246,20,0
17,mlp_out,tr,tier_3,transliteration,-0.0125,0.2216,20,0
18,residual,tr,tier_3,transliteration,-0.1574,0.3627,20,0
18,attn_out,tr,tier_3,transliteration,0.0316,0.0457,20,0
18,mlp_out,tr,tier_3,transliteration,0.0218,0.0375,20,0
19,residual,tr,tier_3,transliteration,-0.1739,0.2936,20,0
19,attn_out,tr,tier_3,transliteration,-0.0134,0.0176,20,0
19,mlp_out,tr,tier_3,transliteration,-0.0136,0.0423,20,0
20,residual,tr,tier_3,transliteration,-0.0587,0.092,20,0
20,attn_out,tr,tier_3,transliteration,-0.0117,0.0053,20,0
20,mlp_out,tr,tier_3,transliteration,-0.02,0.0312,20,0
21,residual,tr,tier_3,transliteration,-0.058,0.0514,20,0
21,attn_out,tr,tier_3,transliteration,-0.0244,0.0119,20,0
21,mlp_out,tr,tier_3,transliteration,-0.0119,0.0287,20,0
22,residual,tr,tier_3,transliteration,-0.058,0.0669,20,0
22,attn_out,tr,tier_3,transliteration,-0.0046,0.0093,20,0
22,mlp_out,tr,tier_3,transliteration,-0.0046,0.0227,20,0
23,residual,tr,tier_3,transliteration,-0.0564,0.0807,20,0
23,attn_out,tr,tier_3,transliteration,-0.0045,0.0097,20,0
23,mlp_out,tr,tier_3,transliteration,0.0073,0.0258,20,0
24,residual,tr,tier_3,transliteration,-0.0328,0.069,20,0
24,attn_out,tr,tier_3,transliteration,-0.0105,0.0128,20,0
24,mlp_out,tr,tier_3,transliteration,-0.0068,0.0375,20,0
25,residual,tr,tier_3,transliteration,-0.0236,0.0396,20,0
25,attn_out,tr,tier_3,transliteration,0.0071,0.0034,20,0
25,mlp_out,tr,tier_3,transliteration,-0.0155,0.0233,20,0
26,residual,tr,tier_3,transliteration,-0.0194,0.042,20,0
26,attn_out,tr,tier_3,transliteration,-0.0179,0.0136,20,0
26,mlp_out,tr,tier_3,transliteration,-0.0028,0.0094,20,0
27,residual,tr,tier_3,transliteration,0.0,0.0,20,0
27,attn_out,tr,tier_3,transliteration,0.0,0.0,20,0
27,mlp_out,tr,tier_3,transliteration,0.0,0.0,20,0
0,residual,id,tier_3,transliteration,2.4294,2.8076,20,0
0,attn_out,id,tier_3,transliteration,2.3815,2.734,20,0
0,mlp_out,id,tier_3,transliteration,1.9629,2.5008,20,0
1,residual,id,tier_3,transliteration,1.1373,1.0741,20,0
1,attn_out,id,tier_3,transliteration,0.0196,0.0917,20,0
1,mlp_out,id,tier_3,transliteration,0.6386,0.8128,20,0
2,residual,id,tier_3,transliteration,1.0606,1.2914,20,0
2,attn_out,id,tier_3,transliteration,0.0138,0.1414,20,0
2,mlp_out,id,tier_3,transliteration,0.6055,0.6875,20,0
3,residual,id,tier_3,transliteration,0.7752,1.1256,20,0
3,attn_out,id,tier_3,transliteration,-0.0167,0.1203,20,0
3,mlp_out,id,tier_3,transliteration,0.7317,0.928,20,0
4,residual,id,tier_3,transliteration,0.7315,1.1231,20,0
4,attn_out,id,tier_3,transliteration,0.0931,0.0732,20,0
4,mlp_out,id,tier_3,transliteration,0.6711,1.1678,20,0
5,residual,id,tier_3,transliteration,0.5565,1.0737,20,0
5,attn_out,id,tier_3,transliteration,0.2356,0.2686,20,0
5,mlp_out,id,tier_3,transliteration,0.2482,0.3368,20,0
6,residual,id,tier_3,transliteration,-0.0895,0.8062,20,0
6,attn_out,id,tier_3,transliteration,0.4757,0.4751,20,0
6,mlp_out,id,tier_3,transliteration,-0.1572,0.3572,20,0
7,residual,id,tier_3,transliteration,-0.0114,0.9282,20,0
7,attn_out,id,tier_3,transliteration,0.3676,0.5734,20,0
7,mlp_out,id,tier_3,transliteration,0.2794,0.4209,20,0
8,residual,id,tier_3,transliteration,0.0039,0.9219,20,0
8,attn_out,id,tier_3,transliteration,0.1091,0.1418,20,0
8,mlp_out,id,tier_3,transliteration,0.2993,0.6451,20,0
9,residual,id,tier_3,transliteration,0.2247,1.0624,20,0
9,attn_out,id,tier_3,transliteration,-0.1192,0.0861,20,0
9,mlp_out,id,tier_3,transliteration,-0.2549,0.5674,20,0
10,residual,id,tier_3,transliteration,0.0819,0.815,20,0
10,attn_out,id,tier_3,transliteration,-0.1856,0.2838,20,0
10,mlp_out,id,tier_3,transliteration,0.2665,0.3187,20,0
11,residual,id,tier_3,transliteration,0.1656,0.7939,20,0
11,attn_out,id,tier_3,transliteration,0.3298,0.4955,20,0
11,mlp_out,id,tier_3,transliteration,0.0592,0.7608,20,0
12,residual,id,tier_3,transliteration,-0.0149,0.7483,20,0
12,attn_out,id,tier_3,transliteration,-0.1388,0.3161,20,0
12,mlp_out,id,tier_3,transliteration,-0.2502,0.505,20,0
13,residual,id,tier_3,transliteration,-0.4438,0.5598,20,0
13,attn_out,id,tier_3,transliteration,-0.1001,0.1483,20,0
13,mlp_out,id,tier_3,transliteration,-0.3256,0.4055,20,0
14,residual,id,tier_3,transliteration,-0.1515,0.3886,20,0
14,attn_out,id,tier_3,transliteration,0.0317,0.2025,20,0
14,mlp_out,id,tier_3,transliteration,-0.1248,0.2166,20,0
15,residual,id,tier_3,transliteration,0.2191,0.5354,20,0
15,attn_out,id,tier_3,transliteration,0.1027,0.1459,20,0
15,mlp_out,id,tier_3,transliteration,-0.2383,0.3288,20,0
16,residual,id,tier_3,transliteration,0.3461,0.6211,20,0
16,attn_out,id,tier_3,transliteration,0.181,0.267,20,0
16,mlp_out,id,tier_3,transliteration,0.2742,0.272,20,0
17,residual,id,tier_3,transliteration,0.6515,0.9125,20,0
17,attn_out,id,tier_3,transliteration,-0.0856,0.0825,20,0
17,mlp_out,id,tier_3,transliteration,0.4644,0.3828,20,0
18,residual,id,tier_3,transliteration,-0.061,0.6062,20,0
18,attn_out,id,tier_3,transliteration,0.0951,0.1028,20,0
18,mlp_out,id,tier_3,transliteration,-0.0052,0.1167,20,0
19,residual,id,tier_3,transliteration,-0.0103,0.3338,20,0
19,attn_out,id,tier_3,transliteration,0.0236,0.1195,20,0
19,mlp_out,id,tier_3,transliteration,0.0404,0.0566,20,0
20,residual,id,tier_3,transliteration,0.1159,0.2789,20,0
20,attn_out,id,tier_3,transliteration,0.0006,0.0206,20,0
20,mlp_out,id,tier_3,transliteration,-0.0654,0.113,20,0
21,residual,id,tier_3,transliteration,0.2597,0.3587,20,0
21,attn_out,id,tier_3,transliteration,-0.0122,0.0436,20,0
21,mlp_out,id,tier_3,transliteration,0.0139,0.0058,20,0
22,residual,id,tier_3,transliteration,0.3153,0.3881,20,0
22,attn_out,id,tier_3,transliteration,0.0155,0.013,20,0
22,mlp_out,id,tier_3,transliteration,0.0627,0.069,20,0
23,residual,id,tier_3,transliteration,0.2253,0.2225,20,0
23,attn_out,id,tier_3,transliteration,0.0112,0.0099,20,0
23,mlp_out,id,tier_3,transliteration,0.0563,0.0517,20,0
24,residual,id,tier_3,transliteration,0.1633,0.1619,20,0
24,attn_out,id,tier_3,transliteration,0.027,0.0225,20,0
24,mlp_out,id,tier_3,transliteration,0.0552,0.0524,20,0
25,residual,id,tier_3,transliteration,0.1124,0.1062,20,0
25,attn_out,id,tier_3,transliteration,-0.0147,0.0277,20,0
25,mlp_out,id,tier_3,transliteration,0.0265,0.0313,20,0
26,residual,id,tier_3,transliteration,0.0921,0.0809,20,0
26,attn_out,id,tier_3,transliteration,0.0473,0.04,20,0
26,mlp_out,id,tier_3,transliteration,-0.0047,0.0284,20,0
27,residual,id,tier_3,transliteration,0.0,0.0,20,0
27,attn_out,id,tier_3,transliteration,0.0,0.0,20,0
27,mlp_out,id,tier_3,transliteration,0.0,0.0,20,0
0,residual,hi,tier_3,transliteration,0.0765,0.0674,20,0
0,attn_out,hi,tier_3,transliteration,0.0879,0.0924,20,0
0,mlp_out,hi,tier_3,transliteration,0.0192,0.0321,20,0
1,residual,hi,tier_3,transliteration,0.0395,0.0253,20,0
1,attn_out,hi,tier_3,transliteration,-0.0088,0.015,20,0
1,mlp_out,hi,tier_3,transliteration,0.0154,0.0204,20,0
2,residual,hi,tier_3,transliteration,0.0369,0.032,20,0
2,attn_out,hi,tier_3,transliteration,-0.0065,0.0117,20,0
2,mlp_out,hi,tier_3,transliteration,0.0145,0.0307,20,0
3,residual,hi,tier_3,transliteration,0.0514,0.0332,20,0
3,attn_out,hi,tier_3,transliteration,-0.0088,0.0108,20,0
3,mlp_out,hi,tier_3,transliteration,0.0112,0.018,20,0
4,residual,hi,tier_3,transliteration,0.0467,0.0271,20,0
4,attn_out,hi,tier_3,transliteration,0.0034,0.0143,20,0
4,mlp_out,hi,tier_3,transliteration,0.0125,0.0261,20,0
5,residual,hi,tier_3,transliteration,0.0355,0.0279,20,0
5,attn_out,hi,tier_3,transliteration,0.0061,0.0069,20,0
5,mlp_out,hi,tier_3,transliteration,0.0259,0.0326,20,0
6,residual,hi,tier_3,transliteration,0.0027,0.0094,20,0
6,attn_out,hi,tier_3,transliteration,0.008,0.013,20,0
6,mlp_out,hi,tier_3,transliteration,0.0211,0.0337,20,0
7,residual,hi,tier_3,transliteration,0.0487,0.0877,20,0
7,attn_out,hi,tier_3,transliteration,0.0206,0.0249,20,0
7,mlp_out,hi,tier_3,transliteration,-0.0103,0.0278,20,0
8,residual,hi,tier_3,transliteration,0.0706,0.1068,20,0
8,attn_out,hi,tier_3,transliteration,-0.0002,0.0173,20,0
8,mlp_out,hi,tier_3,transliteration,0.0001,0.0102,20,0
9,residual,hi,tier_3,transliteration,0.0904,0.1327,20,0
9,attn_out,hi,tier_3,transliteration,0.0165,0.0185,20,0
9,mlp_out,hi,tier_3,transliteration,-0.0004,0.016,20,0
10,residual,hi,tier_3,transliteration,0.0755,0.1223,20,0
10,attn_out,hi,tier_3,transliteration,-0.0145,0.0149,20,0
10,mlp_out,hi,tier_3,transliteration,0.0118,0.0154,20,0
11,residual,hi,tier_3,transliteration,0.0586,0.1086,20,0
11,attn_out,hi,tier_3,transliteration,0.0024,0.0201,20,0
11,mlp_out,hi,tier_3,transliteration,-0.013,0.0206,20,0
12,residual,hi,tier_3,transliteration,0.0505,0.1038,20,0
12,attn_out,hi,tier_3,transliteration,-0.0101,0.0163,20,0
12,mlp_out,hi,tier_3,transliteration,-0.0186,0.021,20,0
13,residual,hi,tier_3,transliteration,0.0695,0.0734,20,0
13,attn_out,hi,tier_3,transliteration,-0.0266,0.022,20,0
13,mlp_out,hi,tier_3,transliteration,-0.0041,0.0335,20,0
14,residual,hi,tier_3,transliteration,0.0709,0.0783,20,0
14,attn_out,hi,tier_3,transliteration,0.0004,0.0102,20,0
14,mlp_out,hi,tier_3,transliteration,-0.014,0.0169,20,0
15,residual,hi,tier_3,transliteration,0.0825,0.065,20,0
15,attn_out,hi,tier_3,transliteration,-0.0141,0.0178,20,0
15,mlp_out,hi,tier_3,transliteration,-0.0087,0.0242,20,0
16,residual,hi,tier_3,transliteration,0.0963,0.0705,20,0
16,attn_out,hi,tier_3,transliteration,-0.003,0.0179,20,0
16,mlp_out,hi,tier_3,transliteration,-0.0146,0.0225,20,0
17,residual,hi,tier_3,transliteration,0.1042,0.0762,20,0
17,attn_out,hi,tier_3,transliteration,0.0028,0.0136,20,0
17,mlp_out,hi,tier_3,transliteration,0.0026,0.0098,20,0
18,residual,hi,tier_3,transliteration,0.0713,0.0846,20,0
18,attn_out,hi,tier_3,transliteration,-0.0076,0.0144,20,0
18,mlp_out,hi,tier_3,transliteration,0.0039,0.0067,20,0
19,residual,hi,tier_3,transliteration,0.0532,0.0945,20,0
19,attn_out,hi,tier_3,transliteration,0.0039,0.0026,20,0
19,mlp_out,hi,tier_3,transliteration,0.0029,0.0084,20,0
20,residual,hi,tier_3,transliteration,0.0546,0.1,20,0
20,attn_out,hi,tier_3,transliteration,-0.0006,0.0022,20,0
20,mlp_out,hi,tier_3,transliteration,0.0005,0.0046,20,0
21,residual,hi,tier_3,transliteration,0.0577,0.0842,20,0
21,attn_out,hi,tier_3,transliteration,0.004,0.0012,20,0
21,mlp_out,hi,tier_3,transliteration,0.0019,0.0037,20,0
22,residual,hi,tier_3,transliteration,0.0689,0.0904,20,0
22,attn_out,hi,tier_3,transliteration,0.0008,0.0024,20,0
22,mlp_out,hi,tier_3,transliteration,0.0058,0.0039,20,0
23,residual,hi,tier_3,transliteration,0.054,0.0734,20,0
23,attn_out,hi,tier_3,transliteration,0.0011,0.0017,20,0
23,mlp_out,hi,tier_3,transliteration,0.0011,0.0029,20,0
24,residual,hi,tier_3,transliteration,0.0323,0.0421,20,0
24,attn_out,hi,tier_3,transliteration,0.0009,0.0007,20,0
24,mlp_out,hi,tier_3,transliteration,0.0012,0.0016,20,0
25,residual,hi,tier_3,transliteration,0.0155,0.01,20,0
25,attn_out,hi,tier_3,transliteration,-0.0022,0.0008,20,0
25,mlp_out,hi,tier_3,transliteration,0.0036,0.0014,20,0
26,residual,hi,tier_3,transliteration,0.009,0.0058,20,0
26,attn_out,hi,tier_3,transliteration,0.003,0.0012,20,0
26,mlp_out,hi,tier_3,transliteration,0.0017,0.0016,20,0
27,residual,hi,tier_3,transliteration,0.0,0.0,20,0
27,attn_out,hi,tier_3,transliteration,0.0,0.0,20,0
27,mlp_out,hi,tier_3,transliteration,0.0,0.0,20,0
0,residual,sw,tier_3,transliteration,-0.1261,0.1267,20,0
0,attn_out,sw,tier_3,transliteration,-0.1374,0.126,20,0
0,mlp_out,sw,tier_3,transliteration,-0.1256,0.0866,20,0
1,residual,sw,tier_3,transliteration,-0.1294,0.0929,20,0
1,attn_out,sw,tier_3,transliteration,-0.1189,0.0728,20,0
1,mlp_out,sw,tier_3,transliteration,-0.0619,0.0472,20,0
2,residual,sw,tier_3,transliteration,0.0997,0.0937,20,0
2,attn_out,sw,tier_3,transliteration,-0.0222,0.0846,20,0
2,mlp_out,sw,tier_3,transliteration,-0.0943,0.1082,20,0
3,residual,sw,tier_3,transliteration,0.0654,0.1312,20,0
